item_id,order_id,product_id,quantity,unit_price,discount_amount,total_amount
ITEM-000181,ORD-00080,PROD-0046,1,1068.78,213.76,855.02
ITEM-000182,ORD-00080,PROD-0012,2,51591.73,20636.69,82546.77
ITEM-000183,ORD-00080,PROD-0062,1,4002.89,800.58,3202.31
ITEM-000184,ORD-00080,PROD-0031,1,43799.96,8759.99,35039.97
ITEM-000185,ORD-00081,PROD-0033,1,45327.59,4532.76,40794.83
ITEM-000186,ORD-00082,PROD-0072,1,3464.52,0.0,3464.52
ITEM-000187,ORD-00082,PROD-0046,1,1068.78,0.0,1068.78
ITEM-000188,ORD-00082,PROD-0066,2,3066.74,0.0,6133.48
ITEM-000189,ORD-00083,PROD-0013,1,116727.16,5836.36,110890.8
ITEM-000190,ORD-00083,PROD-0042,2,472.22,47.22,897.22
ITEM-000191,ORD-00083,PROD-0058,2,3021.89,302.19,5741.59
ITEM-000192,ORD-00084,PROD-0032,2,27601.51,13800.75,41402.27
ITEM-000193,ORD-00084,PROD-0078,4,14307.56,14307.56,42922.68
ITEM-000194,ORD-00085,PROD-0063,3,3661.31,549.2,10434.73
ITEM-000195,ORD-00086,PROD-0037,1,31165.03,0.0,31165.03
ITEM-000196,ORD-00087,PROD-0002,2,121819.8,24363.96,219275.64
ITEM-000197,ORD-00088,PROD-0040,1,354.18,35.42,318.76
ITEM-000198,ORD-00089,PROD-0003,5,32384.66,8096.16,153827.14
ITEM-000199,ORD-00090,PROD-0070,1,26338.96,6584.74,19754.22
ITEM-000200,ORD-00091,PROD-0070,1,26338.96,3950.84,22388.12
ITEM-000201,ORD-00092,PROD-0049,1,543.64,135.91,407.73
ITEM-000202,ORD-00093,PROD-0006,1,78104.58,11715.69,66388.89
ITEM-000203,ORD-00094,PROD-0070,2,26338.96,7901.69,44776.23
ITEM-000204,ORD-00095,PROD-0036,2,29238.48,8771.54,49705.42
ITEM-000205,ORD-00095,PROD-0003,2,32384.66,9715.4,55053.92
ITEM-000206,ORD-00096,PROD-0051,1,1302.78,130.28,1172.5
ITEM-000207,ORD-00097,PROD-0044,5,1147.03,573.51,5161.64
ITEM-000208,ORD-00097,PROD-0012,1,51591.73,5159.17,46432.56
ITEM-000209,ORD-00098,PROD-0077,3,18535.55,5560.66,50045.99
ITEM-000210,ORD-00098,PROD-0027,2,35192.66,7038.53,63346.79
ITEM-000211,ORD-00099,PROD-0054,1,4451.78,445.18,4006.6
ITEM-000212,ORD-00100,PROD-0025,2,13690.5,2738.1,24642.9
ITEM-000213,ORD-00101,PROD-0034,2,10118.15,6070.89,14165.41
ITEM-000214,ORD-00101,PROD-0003,2,32384.66,19430.8,45338.52
ITEM-000215,ORD-00102,PROD-0056,1,1266.18,189.93,1076.25
ITEM-000216,ORD-00103,PROD-0078,1,14307.56,2146.13,12161.43
ITEM-000217,ORD-00103,PROD-0072,5,3464.52,2598.39,14724.21
ITEM-000218,ORD-00104,PROD-0006,2,78104.58,7810.46,148398.7
ITEM-000219,ORD-00104,PROD-0016,2,13284.93,1328.49,25241.37
ITEM-000220,ORD-00105,PROD-0037,1,31165.03,9349.51,21815.52
ITEM-000221,ORD-00105,PROD-0029,1,26905.65,8071.69,18833.96
ITEM-000222,ORD-00106,PROD-0019,1,13763.21,2064.48,11698.73
ITEM-000223,ORD-00106,PROD-0050,2,1843.01,552.9,3133.12
ITEM-000224,ORD-00106,PROD-0049,2,543.64,163.09,924.19
ITEM-000225,ORD-00106,PROD-0013,2,116727.16,35018.15,198436.17
ITEM-000226,ORD-00107,PROD-0052,1,814.65,203.66,610.99
ITEM-000227,ORD-00108,PROD-0015,2,11857.0,0.0,23714.0
ITEM-000228,ORD-00108,PROD-0077,1,18535.55,0.0,18535.55
ITEM-000229,ORD-00109,PROD-0021,2,14237.71,7118.85,21356.57
ITEM-000230,ORD-00109,PROD-0019,1,13763.21,3440.8,10322.41
ITEM-000231,ORD-00109,PROD-0003,1,32384.66,8096.16,24288.5
ITEM-000232,ORD-00109,PROD-0041,1,1147.18,286.8,860.38
ITEM-000233,ORD-00109,PROD-0029,1,26905.65,6726.41,20179.24
ITEM-000234,ORD-00110,PROD-0038,3,15629.94,14066.95,32822.87
ITEM-000235,ORD-00110,PROD-0062,2,4002.89,2401.73,5604.05
ITEM-000236,ORD-00110,PROD-0008,2,112318.49,67391.09,157245.89
ITEM-000237,ORD-00111,PROD-0026,1,6024.68,602.47,5422.21
ITEM-000238,ORD-00112,PROD-0038,3,15629.94,0.0,46889.82
ITEM-000239,ORD-00112,PROD-0050,2,1843.01,0.0,3686.02
ITEM-000240,ORD-00112,PROD-0010,2,29080.61,0.0,58161.22
ITEM-000241,ORD-00113,PROD-0054,3,4451.78,0.0,13355.34
ITEM-000242,ORD-00113,PROD-0063,5,3661.31,0.0,18306.55
ITEM-000243,ORD-00114,PROD-0053,1,1974.19,0.0,1974.19
ITEM-000244,ORD-00115,PROD-0074,1,23577.52,2357.75,21219.77
ITEM-000245,ORD-00116,PROD-0030,5,7630.74,0.0,38153.7
ITEM-000246,ORD-00117,PROD-0050,1,1843.01,552.9,1290.11
ITEM-000247,ORD-00118,PROD-0003,1,32384.66,3238.47,29146.19
ITEM-000248,ORD-00118,PROD-0017,3,14949.48,4484.84,40363.6
ITEM-000249,ORD-00119,PROD-0001,1,85654.19,17130.84,68523.35
ITEM-000250,ORD-00119,PROD-0028,1,14434.11,2886.82,11547.29
ITEM-000251,ORD-00119,PROD-0050,3,1843.01,1105.81,4423.22
ITEM-000252,ORD-00119,PROD-0067,1,12793.32,2558.66,10234.66
ITEM-000253,ORD-00120,PROD-0051,1,1302.78,130.28,1172.5
ITEM-000254,ORD-00121,PROD-0048,2,1883.43,565.03,3201.83
ITEM-000255,ORD-00121,PROD-0006,4,78104.58,46862.75,265555.57
ITEM-000256,ORD-00121,PROD-0017,1,14949.48,2242.42,12707.06
ITEM-000257,ORD-00122,PROD-0035,2,32410.39,0.0,64820.78
ITEM-000258,ORD-00122,PROD-0002,2,121819.8,0.0,243639.6
ITEM-000259,ORD-00123,PROD-0028,2,14434.11,1443.41,27424.81
ITEM-000260,ORD-00124,PROD-0022,3,10152.93,0.0,30458.79
ITEM-000261,ORD-00124,PROD-0008,1,112318.49,0.0,112318.49
ITEM-000262,ORD-00125,PROD-0047,1,1537.69,384.42,1153.27
ITEM-000263,ORD-00126,PROD-0044,2,1147.03,0.0,2294.06
ITEM-000264,ORD-00126,PROD-0021,3,14237.71,0.0,42713.13
ITEM-000265,ORD-00127,PROD-0048,1,1883.43,282.51,1600.92
ITEM-000266,ORD-00127,PROD-0073,2,11158.63,3347.59,18969.67
ITEM-000267,ORD-00128,PROD-0015,2,11857.0,3557.1,20156.9
ITEM-000268,ORD-00129,PROD-0051,2,1302.78,0.0,2605.56
ITEM-000269,ORD-00129,PROD-0006,2,78104.58,0.0,156209.16
ITEM-000270,ORD-00129,PROD-0007,1,64234.24,0.0,64234.24
ITEM-000271,ORD-00130,PROD-0060,2,239.31,119.66,358.96
ITEM-000272,ORD-00130,PROD-0045,1,523.28,130.82,392.46
ITEM-000273,ORD-00130,PROD-0064,1,2018.49,504.62,1513.87
ITEM-000274,ORD-00130,PROD-0038,2,15629.94,7814.97,23444.91
ITEM-000275,ORD-00131,PROD-0006,1,78104.58,19526.15,58578.43
ITEM-000276,ORD-00131,PROD-0041,1,1147.18,286.8,860.38
ITEM-000277,ORD-00131,PROD-0037,1,31165.03,7791.26,23373.77
ITEM-000278,ORD-00131,PROD-0072,2,3464.52,1732.26,5196.78
ITEM-000279,ORD-00131,PROD-0078,1,14307.56,3576.89,10730.67
ITEM-000280,ORD-00132,PROD-0072,1,3464.52,519.68,2944.84
ITEM-000281,ORD-00133,PROD-0050,2,1843.01,184.3,3501.72
ITEM-000282,ORD-00133,PROD-0045,2,523.28,52.33,994.23
ITEM-000283,ORD-00134,PROD-0037,3,31165.03,4674.75,88820.34
ITEM-000284,ORD-00135,PROD-0052,1,814.65,203.66,610.99
ITEM-000285,ORD-00136,PROD-0048,1,1883.43,376.69,1506.74
ITEM-000286,ORD-00137,PROD-0064,1,2018.49,0.0,2018.49
ITEM-000287,ORD-00137,PROD-0007,1,64234.24,0.0,64234.24
ITEM-000288,ORD-00138,PROD-0053,1,1974.19,0.0,1974.19
ITEM-000289,ORD-00139,PROD-0018,2,13595.1,5438.04,21752.16
ITEM-000290,ORD-00139,PROD-0040,1,354.18,70.84,283.34
ITEM-000291,ORD-00140,PROD-0058,3,3021.89,906.57,8159.1
ITEM-000292,ORD-00141,PROD-0054,4,4451.78,3561.42,14245.7
ITEM-000293,ORD-00142,PROD-0017,1,14949.48,3737.37,11212.11
ITEM-000294,ORD-00142,PROD-0026,5,6024.68,7530.85,22592.55
ITEM-000295,ORD-00143,PROD-0047,1,1537.69,307.54,1230.15
ITEM-000296,ORD-00144,PROD-0026,2,6024.68,0.0,12049.36
ITEM-000297,ORD-00145,PROD-0030,2,7630.74,3052.3,12209.18
ITEM-000298,ORD-00146,PROD-0012,1,51591.73,5159.17,46432.56
ITEM-000299,ORD-00146,PROD-0055,1,3269.86,326.99,2942.87
ITEM-000300,ORD-00147,PROD-0045,1,523.28,52.33,470.95
ITEM-000301,ORD-00147,PROD-0068,1,10709.38,1070.94,9638.44
ITEM-000302,ORD-00148,PROD-0033,1,45327.59,9065.52,36262.07
ITEM-000303,ORD-00149,PROD-0076,1,23557.35,3533.6,20023.75
ITEM-000304,ORD-00150,PROD-0034,2,10118.15,6070.89,14165.41
ITEM-000305,ORD-00150,PROD-0008,5,112318.49,168477.74,393114.71
ITEM-000306,ORD-00151,PROD-0047,2,1537.69,0.0,3075.38
ITEM-000307,ORD-00151,PROD-0028,1,14434.11,0.0,14434.11
ITEM-000308,ORD-00151,PROD-0013,4,116727.16,0.0,466908.64
ITEM-000309,ORD-00152,PROD-0075,1,17455.24,0.0,17455.24
ITEM-000310,ORD-00152,PROD-0007,4,64234.24,0.0,256936.96
ITEM-000311,ORD-00152,PROD-0041,1,1147.18,0.0,1147.18
ITEM-000312,ORD-00152,PROD-0059,2,955.76,0.0,1911.52
ITEM-000313,ORD-00153,PROD-0074,1,23577.52,4715.5,18862.02
ITEM-000314,ORD-00153,PROD-0069,5,4275.33,4275.33,17101.32
ITEM-000315,ORD-00154,PROD-0052,1,814.65,40.73,773.92
ITEM-000316,ORD-00154,PROD-0075,4,17455.24,3491.05,66329.91
ITEM-000317,ORD-00154,PROD-0028,2,14434.11,1443.41,27424.81
ITEM-000318,ORD-00154,PROD-0055,1,3269.86,163.49,3106.37
ITEM-000319,ORD-00155,PROD-0078,1,14307.56,0.0,14307.56
ITEM-000320,ORD-00156,PROD-0072,1,3464.52,0.0,3464.52
ITEM-000321,ORD-00156,PROD-0059,5,955.76,0.0,4778.8
ITEM-000322,ORD-00157,PROD-0060,1,239.31,0.0,239.31
ITEM-000323,ORD-00158,PROD-0032,5,27601.51,0.0,138007.55
ITEM-000324,ORD-00159,PROD-0061,2,3090.65,1854.39,4326.91
ITEM-000325,ORD-00159,PROD-0012,1,51591.73,15477.52,36114.21
ITEM-000326,ORD-00160,PROD-0013,2,116727.16,70036.3,163418.02
ITEM-000327,ORD-00161,PROD-0078,1,14307.56,1430.76,12876.8
ITEM-000328,ORD-00162,PROD-0028,3,14434.11,4330.23,38972.1
ITEM-000329,ORD-00162,PROD-0025,1,13690.5,1369.05,12321.45
ITEM-000330,ORD-00163,PROD-0062,1,4002.89,1000.72,3002.17
ITEM-000331,ORD-00163,PROD-0028,5,14434.11,18042.64,54127.91
ITEM-000332,ORD-00163,PROD-0018,1,13595.1,3398.78,10196.32
ITEM-000333,ORD-00164,PROD-0024,3,855.93,770.34,1797.45
ITEM-000334,ORD-00165,PROD-0042,4,472.22,188.89,1699.99
ITEM-000335,ORD-00165,PROD-0031,4,43799.96,17519.98,157679.86
ITEM-000336,ORD-00165,PROD-0021,1,14237.71,1423.77,12813.94
ITEM-000337,ORD-00165,PROD-0051,2,1302.78,260.56,2345.0
ITEM-000338,ORD-00166,PROD-0024,1,855.93,256.78,599.15
ITEM-000339,ORD-00166,PROD-0034,1,10118.15,3035.45,7082.7
ITEM-000340,ORD-00167,PROD-0021,1,14237.71,4271.31,9966.4
ITEM-000341,ORD-00168,PROD-0044,1,1147.03,0.0,1147.03
ITEM-000342,ORD-00168,PROD-0019,1,13763.21,0.0,13763.21
ITEM-000343,ORD-00169,PROD-0074,1,23577.52,3536.63,20040.89
ITEM-000344,ORD-00170,PROD-0001,1,85654.19,4282.71,81371.48
ITEM-000345,ORD-00170,PROD-0009,1,113999.83,5699.99,108299.84
ITEM-000346,ORD-00171,PROD-0023,1,9803.45,980.35,8823.1
ITEM-000347,ORD-00171,PROD-0067,1,12793.32,1279.33,11513.99
ITEM-000348,ORD-00171,PROD-0036,1,29238.48,2923.85,26314.63
ITEM-000349,ORD-00172,PROD-0078,2,14307.56,2861.51,25753.61
ITEM-000350,ORD-00172,PROD-0076,4,23557.35,9422.94,84806.46
ITEM-000351,ORD-00173,PROD-0062,1,4002.89,200.14,3802.75
ITEM-000352,ORD-00174,PROD-0011,1,8972.23,0.0,8972.23
ITEM-000353,ORD-00175,PROD-0044,1,1147.03,172.05,974.98
ITEM-000354,ORD-00176,PROD-0057,1,3014.34,301.43,2712.91
ITEM-000355,ORD-00177,PROD-0078,1,14307.56,3576.89,10730.67
ITEM-000356,ORD-00177,PROD-0080,2,47311.93,23655.97,70967.89
ITEM-000357,ORD-00178,PROD-0004,1,104516.44,10451.64,94064.8
ITEM-000358,ORD-00179,PROD-0037,2,31165.03,9349.51,52980.55
ITEM-000359,ORD-00179,PROD-0032,1,27601.51,4140.23,23461.28
ITEM-000360,ORD-00179,PROD-0028,3,14434.11,6495.35,36806.98
ITEM-000361,ORD-00180,PROD-0020,1,7859.34,392.97,7466.37
ITEM-000362,ORD-00180,PROD-0017,1,14949.48,747.47,14202.01
ITEM-000363,ORD-00180,PROD-0064,1,2018.49,100.92,1917.57
ITEM-000364,ORD-00180,PROD-0058,4,3021.89,604.38,11483.18
